V1,SC048Q01,RATCMP2,treat,Female,ST013Q01,ST034Q01,BELONG,ST121Q01,ST118Q04,ST011Q06,ST011Q07,MISCED,HISCED,HOMEPOS,ESCS
1,-0.520229403296229,.127552830568453,0,1,-.286345130878074,0.0020421594280024,-.195992653544089,1.0955471628025,-1.62547390647396,-.163774302556356,-1.26546508482949,.873786662819987,.75032592436681,-.292767936618566,-.215596192439189
1,1.97455395006766,.127552830568453,0,1,1.13102964815237,-1.17155301578768,-1.00644465020337,-.564163486661845,1.69281081238904,-.163774302556356,-1.26546508482949,.873786662819987,.75032592436681,1.89875509251409,1.41981228592675
1,-0.520229403296229,.127552830568453,0,1,-.995032520393295,-1.17155301578768,-1.07570291506753,-.564163486661845,.586715906101372,-.163774302556356,-1.26546508482949,.873786662819987,.75032592436681,-.0277455907557275,.254133252880628
1,-0.520229403296229,.127552830568453,0,1,-.286345130878074,0.0020421594280024,-.583177425136323,-.564163486661845,-.519379000186292,-.163774302556356,-1.26546508482949,-.0100031402517757,-.282714869533856,-.506492318716643,.151494081702659
1,1.91967320285386,.127552830568453,0,0,-1.70371990990852,0.0020421594280024,-.821922992294672,-.564163486661845,.586715906101372,-.163774302556356,.8255302456776,-.0100031402517757,-.282714869533856,-1.42975286495177,-.200011597052736
1,-0.553458707824464,.127552830568453,0,1,1.13102964815237,0.0020421594280024,.808602988617175,-.564163486661845,.586715906101372,-.163774302556356,-1.26546508482949,-.0100031402517757,.75032592436681,.277780558159849,.48778042902597
1,1.91967320285386,.127552830568453,0,1,-1.70371990990852,1.17563733464369,1.54408366527879,-.564163486661845,1.69281081238904,-.163774302556356,.8255302456776,-.00528434134469633,-.00651586276332541,-1.31420394456781,-.680942470306566
1,0.868971895123532,.127552830568453,0,0,-.286345130878074,0.0020421594280024,-.059079788414658,1.0955471628025,-.519379000186292,-.163774302556356,-1.26546508482949,-.00528434134469633,-.00651586276332541,-.0162318193295685,.371870000839225
1,-0.553458707824464,.127552830568453,0,1,-.995032520393295,0.0020421594280024,-.195992653544089,-.564163486661845,1.69281081238904,-.163774302556356,.8255302456776,-.893792943323538,-1.31575566343452,-1.35892261037477,-1.9227181605131
1,1.91967320285386,.127552830568453,0,0,-1.70371990990852,1.17563733464369,-1.5691304663356,-.564163486661845,1.69281081238904,-.163774302556356,.8255302456776,.873786662819987,.75032592436681,-1.95105942657724,-1.36289027311535
1,0.43365834946055,-1.42745600400441,0,0,-1.70371990990852,1.17563733464369,2.74031722700628,-.564163486661845,.586715906101372,-.163774302556356,-1.26546508482949,.873786662819987,.75032592436681,.0834856653434158,.906372920733988
1,0.43365834946055,-1.42745600400441,0,1,1.13102964815237,0.0020421594280024,-.725101742137256,-.564163486661845,-.519379000186292,-.163774302556356,-1.26546508482949,.873786662819987,.75032592436681,-.0302128274899044,.731167977287846
1,0.43365834946055,-1.42745600400441,0,1,-.286345130878074,1.17563733464369,.460707999697516,-.564163486661845,.586715906101372,-.163774302556356,.8255302456776,.873786662819987,.75032592436681,-.425176308019395,.710104422585843
1,0.43365834946055,-1.42745600400441,0,1,-1.70371990990852,-1.17155301578768,-1.00043090795757,-.564163486661845,1.69281081238904,-.163774302556356,.8255302456776,-.893792943323538,-1.31575566343452,-.560874328399126,-.879889570786759
1,-0.777045336730747,.127552830568453,0,0,-1.70371990990852,0.0020421594280024,-.364678123538842,1.0955471628025,-.519379000186292,-.163774302556356,.8255302456776,.873786662819987,.75032592436681,-1.47961160728826,.243053579598072
