"SCHID","Y","GENDER","ST011Q06","ST011Q07","ST013Q01","ST034Q01","MISCED","HISCED","MMINS","BELONG","HOMEPOS","ESCS","SC048Q01","SC048Q02","SC048Q03","SC061Q07","CLSIZE","treat","V1","W_FSTUWT","W_FSTURWT1","W_FSTURWT2","W_FSTURWT3","W_FSTURWT4","W_FSTURWT5","W_FSTURWT6","W_FSTURWT7","W_FSTURWT8","W_FSTURWT9","W_FSTURWT10","W_FSTURWT11","W_FSTURWT12","W_FSTURWT13","W_FSTURWT14","W_FSTURWT15","W_FSTURWT16","W_FSTURWT17","W_FSTURWT18","W_FSTURWT19","W_FSTURWT20","W_FSTURWT21","W_FSTURWT22","W_FSTURWT23","W_FSTURWT24","W_FSTURWT25","W_FSTURWT26","W_FSTURWT27","W_FSTURWT28","W_FSTURWT29","W_FSTURWT30","W_FSTURWT31","W_FSTURWT32","W_FSTURWT33","W_FSTURWT34","W_FSTURWT35","W_FSTURWT36","W_FSTURWT37","W_FSTURWT38","W_FSTURWT39","W_FSTURWT40","W_FSTURWT41","W_FSTURWT42","W_FSTURWT43","W_FSTURWT44","W_FSTURWT45","W_FSTURWT46","W_FSTURWT47","W_FSTURWT48","W_FSTURWT49","W_FSTURWT50","W_FSTURWT51","W_FSTURWT52","W_FSTURWT53","W_FSTURWT54","W_FSTURWT55","W_FSTURWT56","W_FSTURWT57","W_FSTURWT58","W_FSTURWT59","W_FSTURWT60","W_FSTURWT61","W_FSTURWT62","W_FSTURWT63","W_FSTURWT64","W_FSTURWT65","W_FSTURWT66","W_FSTURWT67","W_FSTURWT68","W_FSTURWT69","W_FSTURWT70","W_FSTURWT71","W_FSTURWT72","W_FSTURWT73","W_FSTURWT74","W_FSTURWT75","W_FSTURWT76","W_FSTURWT77","W_FSTURWT78","W_FSTURWT79","W_FSTURWT80","PV1MATH","PV2MATH","PV3MATH","PV4MATH","PV5MATH","PV6MATH","PV7MATH","PV8MATH","PV9MATH","PV10MATH","CNTSTUID"
12400001,471.563,2,1,2,2,3,6,6,375,-0.6837,-0.4306,0.7944,10,15,10,2,23,0,1,30.97377,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,43.66182,15.89444,47.06404,47.68331,47.06404,45.29914,15.68801,15.48689,47.68331,15.29085,15.48689,46.46066,46.46066,16.10636,16.32402,15.29085,15.48689,45.87255,15.89444,46.46066,44.73989,16.32402,45.87255,46.46066,48.31909,46.46066,16.10636,15.89444,46.46066,15.68801,15.09971,47.68331,45.29914,15.68801,15.89444,14.9133,15.89444,47.06404,15.48689,471.563,480.357,426.871,508.48,467.501,548.124,520.483,404.697,519.427,418.271,12404373
12400001,521.102,2,1,1,4,4,6,6,600,0.3171,1.5772,1.2429,10,15,10,2,23,0,1,30.97377,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,43.66182,15.89444,47.06404,47.68331,47.06404,45.29914,15.68801,15.48689,47.68331,15.29085,15.48689,46.46066,46.46066,16.10636,16.32402,15.29085,15.48689,45.87255,15.89444,46.46066,44.73989,16.32402,45.87255,46.46066,48.31909,46.46066,16.10636,15.89444,46.46066,15.68801,15.09971,47.68331,45.29914,15.68801,15.89444,14.9133,15.89444,47.06404,15.48689,521.102,554.617,567.056,524.327,552.058,570.595,488.839,501.902,507.921,492.874,12405322
12400001,544.427,2,1,1,6,2,6,6,375,-0.983,1.9871,1.125,10,15,10,2,23,0,1,30.97377,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,43.66182,15.89444,47.06404,47.68331,47.06404,45.29914,15.68801,15.48689,47.68331,15.29085,15.48689,46.46066,46.46066,16.10636,16.32402,15.29085,15.48689,45.87255,15.89444,46.46066,44.73989,16.32402,45.87255,46.46066,48.31909,46.46066,16.10636,15.89444,46.46066,15.68801,15.09971,47.68331,45.29914,15.68801,15.89444,14.9133,15.89444,47.06404,15.48689,544.427,481.875,498.15,524.675,510.808,554.769,491.738,489.472,486.81,462.952,12409046
12400001,354.26,2,1,1,4,3,5,5,0,-0.8307,1.7988,0.13,10,15,10,2,23,0,1,30.97377,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,43.66182,15.89444,47.06404,47.68331,47.06404,45.29914,15.68801,15.48689,47.68331,15.29085,15.48689,46.46066,46.46066,16.10636,16.32402,15.29085,15.48689,45.87255,15.89444,46.46066,44.73989,16.32402,45.87255,46.46066,48.31909,46.46066,16.10636,15.89444,46.46066,15.68801,15.09971,47.68331,45.29914,15.68801,15.89444,14.9133,15.89444,47.06404,15.48689,354.26,389.441,398.966,400.468,375.701,388.688,359.567,378.802,429.61,333.628,12409428
12400001,497.931,2,1,2,2,3,4,4,350,-0.1985,-0.1544,-0.8295,10,15,10,2,23,0,1,30.97377,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,43.66182,15.89444,47.06404,47.68331,47.06404,45.29914,15.68801,15.48689,47.68331,15.29085,15.48689,46.46066,46.46066,16.10636,16.32402,15.29085,15.48689,45.87255,15.89444,46.46066,44.73989,16.32402,45.87255,46.46066,48.31909,46.46066,16.10636,15.89444,46.46066,15.68801,15.09971,47.68331,45.29914,15.68801,15.89444,14.9133,15.89444,47.06404,15.48689,497.931,487.564,510.703,480.18,513.908,500.535,448.242,457.328,513.485,424.592,12414924
12400001,540.77,2,1.13117227261536,2.08980071813361,3.16757155718419,3.38766156193103,5.61617557987791,5.31949546521627,340.401995831009,0.960840830916577,-0.362395491612885,0.19915033092205,10,15,10,2,23,0,1,30.97377,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,43.66182,15.89444,47.06404,47.68331,47.06404,45.29914,15.68801,15.48689,47.68331,15.29085,15.48689,46.46066,46.46066,16.10636,16.32402,15.29085,15.48689,45.87255,15.89444,46.46066,44.73989,16.32402,45.87255,46.46066,48.31909,46.46066,16.10636,15.89444,46.46066,15.68801,15.09971,47.68331,45.29914,15.68801,15.89444,14.9133,15.89444,47.06404,15.48689,540.77,566.127,506.315,540.69,577.376,548.488,524.032,522.868,601.697,550.88,12417983
12400001,611.711,2,1,2,6,4,6,6,375,0.7701,1.4277,1.4773,10,15,10,2,23,0,1,30.97377,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,43.66182,15.89444,47.06404,47.68331,47.06404,45.29914,15.68801,15.48689,47.68331,15.29085,15.48689,46.46066,46.46066,16.10636,16.32402,15.29085,15.48689,45.87255,15.89444,46.46066,44.73989,16.32402,45.87255,46.46066,48.31909,46.46066,16.10636,15.89444,46.46066,15.68801,15.09971,47.68331,45.29914,15.68801,15.89444,14.9133,15.89444,47.06404,15.48689,611.711,604.566,602.231,699.933,702.635,619.072,654.298,624.538,633.23,618.534,12418080
12400001,491.827,2,1,2,1,4,5,5,400,1.0269,0.2042,0.7632,10,15,10,2,23,0,1,30.97377,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,43.66182,15.89444,47.06404,47.68331,47.06404,45.29914,15.68801,15.48689,47.68331,15.29085,15.48689,46.46066,46.46066,16.10636,16.32402,15.29085,15.48689,45.87255,15.89444,46.46066,44.73989,16.32402,45.87255,46.46066,48.31909,46.46066,16.10636,15.89444,46.46066,15.68801,15.09971,47.68331,45.29914,15.68801,15.89444,14.9133,15.89444,47.06404,15.48689,491.827,433.215,575.015,491.301,581.457,564.75,547.472,429.279,552.662,488.579,12418670
12400001,605.527,2,1,1,4,3,4,6,350,-0.3381,1.1496,1.1478,10,15,10,2,23,0,1,30.97377,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,43.66182,15.89444,47.06404,47.68331,47.06404,45.29914,15.68801,15.48689,47.68331,15.29085,15.48689,46.46066,46.46066,16.10636,16.32402,15.29085,15.48689,45.87255,15.89444,46.46066,44.73989,16.32402,45.87255,46.46066,48.31909,46.46066,16.10636,15.89444,46.46066,15.68801,15.09971,47.68331,45.29914,15.68801,15.89444,14.9133,15.89444,47.06404,15.48689,605.527,522.794,602.999,611.744,596.369,580.212,607.399,584.754,555.611,540.82,12419351
12400001,492.472,2,1,1,4,3,6,6,575,-0.3381,2.1403,1.6359,10,15,10,2,23,0,1,30.97377,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,44.73989,15.89444,45.87255,46.46066,47.06404,46.46066,15.68801,15.89444,46.46066,15.68801,15.48689,47.68331,46.46066,15.68801,15.89444,15.29085,15.48689,45.87255,15.89444,47.68331,43.66182,15.89444,47.06404,47.68331,47.06404,45.29914,15.68801,15.48689,47.68331,15.29085,15.48689,46.46066,46.46066,16.10636,16.32402,15.29085,15.48689,45.87255,15.89444,46.46066,44.73989,16.32402,45.87255,46.46066,48.31909,46.46066,16.10636,15.89444,46.46066,15.68801,15.09971,47.68331,45.29914,15.68801,15.89444,14.9133,15.89444,47.06404,15.48689,492.472,393.522,415.866,510.77,426.669,487.405,570.299,463.633,449.488,450.275,12419649
