"V1","GENDER","ST011Q06","ST011Q07","ST013Q01","ST034Q01","MISCED","HISCED","MMINS","BELONG","HOMEPOS","ESCS","SC048Q01","SC048Q02","SC048Q03","SC061Q07","CLSIZE","treat","Y","CNTSTUID","SCHID"
1,2,1,2,2,3,4,4,200,-0.082,0.2923,-0.0867,6,7,41,1,23,0,421.11,84003354,84000081
1,2,1,2,5,1,6,6,200,-1.2259,2.1679,1.3794,6,7,41,1,23,0,450.21,84008501,84000081
1,2,1,2,1,3,2,2,500,-0.9105,-0.6778,-1.6975,15,25,70,2,23,0,398.87,84000096,84000082
1,2,1,2,1,2,6,6,0,-0.6981,-1.2355,-0.4705,15,25,70,2,23,0,365.322,84000120,84000082
1,2,1,2,1,3,6,6,0,-1.0036,-0.3186,0.5483,15,25,70,2,23,0,472.706,84004187,84000082
1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,25,70,2,23,0,352.786,84005140,84000082
1,2,1,1,5,1,4,4,350,-0.7675,-0.3575,-0.1189,15,25,70,2,23,0,505.26,84005548,84000082
1,2,1,2,3,3,6,6,250,-0.3381,-1.053,0.1958,15,25,70,2,23,0,355.479,84005779,84000082
1,2,1,2,1,3,4,4,0,-0.5064,0.0912,-0.0987,15,25,70,2,23,0,430.18,84006692,84000082
1,2,1,2,4,3,4,4,NA,0.2067,1.5344,0.5242,15,25,70,2,23,0,204.268,84006830,84000082
1,2,1,2,1,3,5,5,115,-0.7346,0.3804,0.1275,15,25,70,2,23,0,378.516,84007818,84000082
1,2,1,1,4,3,4,4,375,0.0248,1.7143,0.0226,15,25,70,2,23,0,472.571,84008461,84000082
1,2,1,2,2,3,4,4,70,-0.3381,0.1053,-0.7754,15,25,70,2,23,0,366.71,84008499,84000082
1,2,1,2,2,2,6,6,110,-0.983,-0.5872,-0.067,15,25,70,2,23,0,409.815,84008691,84000082
1,2,1,2,3,3,4,4,65,-0.3381,-0.8783,-0.6616,15,25,70,2,23,0,485.372,84008859,84000082
1,2,1,2,3,3,4,4,450,-0.4838,-1.33,-0.9102,15,25,70,2,23,0,476.977,84009093,84000082
1,2,1,2,1,1,2,2,450,-1.8419,-1.1916,-1.8243,15,25,70,2,23,0,509.319,84009348,84000082
1,2,1,2,1,2,4,4,275,-0.7911,-0.7799,-0.3775,15,25,70,2,23,0,450.054,84009359,84000082
1,2,1,2,1,2,6,6,NA,-0.983,0.0781,0.1837,15,25,70,2,23,0,270.558,84009401,84000082
1,2,1,1,5,3,4,4,350,-0.0221,1.8554,0.9836,15,25,70,2,23,0,474.583,84010540,84000082
1,1,1,2,1,3,6,6,75,-0.9306,-0.4539,0.6432,15,25,70,2,23,0,484.535,84000220,84000082
1,1,1,2,3,3,4,5,350,-0.206,-0.4257,0.0378,15,25,70,2,23,0,327,84000377,84000082
1,1,1,2,3,3,6,6,450,-0.3381,-0.1445,-0.2762,15,25,70,2,23,0,525.425,84001272,84000082
1,1,1,1,4,2,4,5,0,-0.983,0.6632,0.438,15,25,70,2,23,0,463.256,84002726,84000082
1,1,1,2,3,3,4,4,350,-0.66,-0.5859,-0.6368,15,25,70,2,23,0,512.758,84003545,84000082
1,1,1,2,1,2,4,4,0,-0.9585,-0.3984,-1.1051,15,25,70,2,23,0,461.253,84005941,84000082
1,1,1,2,1,3,2,2,100,-0.4084,-0.8345,-1.4245,15,25,70,2,23,0,284.965,84006028,84000082
1,1,1,2,2,3,2,5,250,-0.3381,-0.5625,-0.0124,15,25,70,2,23,0,424.308,84006171,84000082
1,1,1,1,4,3,4,4,300,-0.6334,0.302,-0.4138,15,25,70,2,23,0,405.491,84006835,84000082
1,1,1,2,3,2,4,4,400,-0.8427,0.7133,-0.4279,15,25,70,2,23,0,489.802,84011036,84000082
1,1,1,2,2,4,2,2,350,0.7701,-0.3419,-0.6855,15,25,70,2,23,0,400.355,84000762,84000082
1,2,1,2,4,2,5,6,350,-1.0487,0.0664,1.0617,15,25,70,2,23,0,612.967,84001281,84000082
1,2,1,1,1,2,4,5,45,-0.983,1.0892,0.4706,15,25,70,2,23,0,327.84,84003349,84000082
1,2,2,2,3,3,5,5,350,-0.7263,-1.7837,-0.1099,15,25,70,2,23,0,313.765,84004703,84000082
1,2,1,2,1,3,6,6,450,-0.6239,-0.9295,-0.73,15,25,70,2,23,0,372.305,84008593,84000082
1,1,1,2,5,2,4,4,350,-1.2158,0.4913,-0.0136,15,25,70,2,23,0,378.448,84009500,84000082
1,2,1,2,4,3,6,6,225,-0.3381,0.326,0.2479,1,16,30,1,18,0,440.808,84001053,84000083
1,2,1,2,4,3,4,5,55,0.0248,-0.1557,-0.5655,1,16,30,1,18,0,497.111,84001397,84000083
1,2,1,2,1,4,2,2,315,1.0269,-0.0766,-1.4146,1,16,30,1,18,0,438.532,84001913,84000083
1,2,2,2,1,3,4,4,45,NA,-2.5822,-1.9903,1,16,30,1,18,0,593.246,84002280,84000083
1,2,2,2,1,2,4,4,45,-0.9731,-2.9851,-1.7871,1,16,30,1,18,0,376.442,84002585,84000083
1,2,1,2,1,4,NA,NA,250,2.5915,-1.3565,-1.2751,1,16,30,1,18,0,552.145,84002702,84000083
1,2,2,1,4,4,4,4,40,2.5915,-0.9976,-1.0774,1,16,30,1,18,0,430.898,84003176,84000083
1,2,1,2,4,3,6,6,160,0.5311,1.5149,1.5941,1,16,30,1,18,0,537.326,84003810,84000083
1,2,1,1,4,3,6,6,225,-0.8197,2.4707,1.6974,1,16,30,1,18,0,470.53,84004788,84000083
1,2,1,1,5,3,6,6,40,-0.082,2.2971,1.6542,1,16,30,1,18,0,543.575,84007710,84000083
1,2,1,2,1,4,2,4,225,0.045,-0.4462,0.1585,1,16,30,1,18,0,411.808,84007785,84000083
1,2,1,1,2,3,4,4,225,0.7333,-1.1635,-0.2329,1,16,30,1,18,0,670.458,84007879,84000083
1,2,1,2,1,4,6,6,NA,0.6642,-1.891,0.1978,1,16,30,1,18,0,432.956,84007927,84000083
1,2,1,2,3,3,5,5,225,1.0676,0.4043,0.3222,1,16,30,1,18,0,599.486,84008057,84000083
1,2,1,2,1,2,4,4,315,-1.2158,0.3722,-0.5946,1,16,30,1,18,0,409.796,84008813,84000083
1,2,1,2,5,4,5,5,45,-0.0621,-0.562,0.1737,1,16,30,1,18,0,527.27,84009277,84000083
1,2,1,NA,2,3,4,4,500,-0.3381,0.0536,-0.7944,1,16,30,1,18,0,443.681,84010553,84000083
1,2,1,2,4,3,5,6,200,0.1802,0.192,0.488,1,16,30,1,18,0,559.784,84010659,84000083
1,1,1,2,3,3,5,5,225,-0.1613,1.1485,0.8437,1,16,30,1,18,0,532.843,84001464,84000083
1,1,1,1,3,3,1,2,250,-0.3381,0.2659,-1.2267,1,16,30,1,18,0,488.127,84003774,84000083
1,1,1,1,5,2,6,6,275,-1.3432,0.9439,1.3429,1,16,30,1,18,0,605.142,84004336,84000083
1,1,1,2,3,4,6,6,250,1.5611,0.7477,0.5476,1,16,30,1,18,0,573.538,84005315,84000083
1,1,1,2,3,2,4,4,225,-0.5917,0.1611,0.237,1,16,30,1,18,0,507.227,84005515,84000083
1,1,1,1,4,3,5,6,250,-0.3381,0.385,0.6622,1,16,30,1,18,0,535.297,84005712,84000083
1,1,1,2,2,4,6,6,225,0.3998,1.0388,0.5306,1,16,30,1,18,0,502.45,84006233,84000083
1,1,1,1,4,4,5,5,200,1.0269,2.3194,0.964,1,16,30,1,18,0,537.148,84007065,84000083
1,1,1,1,4,2,6,6,225,-1.1407,0.8354,0.7038,1,16,30,1,18,0,436.023,84007191,84000083
1,1,1,2,2,2,4,4,250,-1.0137,0.0725,-0.1469,1,16,30,1,18,0,618.344,84007456,84000083
1,1,1,2,3,3,6,6,50,0.0248,1.5993,1.4184,1,16,30,1,18,0,627.942,84007536,84000083
1,1,1,1,3,2,6,6,250,-0.8427,1.4313,1.2741,1,16,30,1,18,0,630.953,84007747,84000083
1,1,1,2,4,2,6,6,385,-0.9585,-0.3145,0.5911,1,16,30,1,18,0,365.906,84008718,84000083
1,1,2,1,1,3,2,2,225,-0.3381,-1.5034,-0.8437,1,16,30,1,18,0,465.141,84008973,84000083
1,1,1,2,4,1,4,4,225,-0.9119,-0.0101,-0.5285,1,16,30,1,18,0,503.654,84011213,84000083
1,1,1,1,6,3,6,6,180,-0.3381,0.5097,0.0468,1,16,30,1,18,0,466.884,84004814,84000083
1,1,1,2,2,3,4,4,225,0.2947,-1.0055,-0.853,1,16,30,1,18,0,600.669,84008477,84000083
1,1,1,2,3,2,4,4,300,-0.7244,-1.1696,-1.2439,1,16,30,1,18,0,406.206,84011224,84000083
1,1,1,2,2,3,0,4,270,-0.6239,0.2723,-0.9826,71,6,87,1,33,0,376.13,84000338,84000086
1,1,1,2,2,4,0,1,360,0.9357,-1.1264,-2.352,71,6,87,1,33,0,382.746,84002304,84000086
1,1,2,2,1,1,1,2,180,-1.3395,-1.4569,-1.9632,71,6,87,1,33,0,334.517,84003579,84000086
1,1,1,2,1,3,2,2,180,-0.3381,-1.8352,-2.1848,71,6,87,1,33,0,458.297,84004742,84000086
1,1,1,1,3,4,4,4,220,1.5611,0.9853,0.1266,71,6,87,1,33,0,409.58,84005384,84000086
1,1,1,2,1,2,0,1,140,-1.142,-1.6475,-2.5435,71,6,87,1,33,0,462.198,84005892,84000086
1,1,2,1,1,3,1,1,360,-0.3381,-1.2119,-2.3835,71,6,87,1,33,0,402.082,84007554,84000086
1,1,2,1,5,3,4,4,360,-0.4725,-1.3104,-1.4403,71,6,87,1,33,0,546.051,84008305,84000086
1,1,1,2,1,2,0,1,NA,-0.978,-2.0419,-2.6885,71,6,87,1,33,0,417.855,84008523,84000086
1,1,1,2,2,3,2,2,300,-0.3381,-1.3478,-2.0057,71,6,87,1,33,0,405.972,84008990,84000086
1,1,1,2,2,4,4,4,360,0.6642,-0.6066,-0.3964,71,6,87,1,33,0,541.939,84009922,84000086
1,1,1,2,1,2,2,2,45,-1.1467,-1.1211,-1.5918,71,6,87,1,33,0,385.606,84010664,84000086
1,2,1,2,1,2,2,2,NA,-0.8616,-0.0148,-0.4827,71,6,87,1,33,0,305.086,84000355,84000086
1,2,2,1,4,4,6,6,120,0.0327,-1.85,-0.6759,71,6,87,1,33,0,355.336,84001174,84000086
1,2,1,2,2,4,1,4,240,2.5915,-0.548,-0.8295,71,6,87,1,33,0,373.895,84001764,84000086
1,2,1,2,2,2,5,5,180,-0.7768,-0.6521,-1.0372,71,6,87,1,33,0,444.443,84004658,84000086
1,2,1,2,1,1,2,2,360,-0.6041,-0.9225,-0.9402,71,6,87,1,33,0,419.704,84004696,84000086
1,2,1,2,2,2,6,6,75,-0.7768,-1.0655,-0.5114,71,6,87,1,33,0,266.355,84005296,84000086
1,2,NA,NA,1,3,6,6,150,-0.6305,-1.5246,-0.1222,71,6,87,1,33,0,363.107,84006246,84000086
1,2,1,1,1,3,4,4,360,-0.3381,-0.851,-1.3954,71,6,87,1,33,0,349.575,84007210,84000086
1,2,1,1,3,3,NA,NA,NA,-0.1613,1.5728,NA,71,6,87,1,33,0,356.026,84007352,84000086
1,2,1,2,1,4,0,0,150,1.1245,-0.3395,-2.6445,71,6,87,1,33,0,462.37,84008258,84000086
1,2,2,2,1,4,4,4,240,-0.6657,-1.848,-1.3272,71,6,87,1,33,0,405.335,84009043,84000086
1,2,1,1,5,3,2,2,360,-0.3381,1.4353,0.1123,71,6,87,1,33,0,508.871,84009318,84000086
1,2,1,2,4,4,2,4,345,0.6642,0.7555,-0.5571,71,6,87,1,33,0,366.748,84010263,84000086
1,2,1,1,1,4,4,4,360,0.7934,-0.3816,-1.1816,71,6,87,1,33,0,416.276,84010584,84000086
1,2,2,2,1,3,NA,NA,120,-0.4838,-2.1262,-1.96,71,6,87,1,33,0,383.861,84011016,84000086
1,1,1,2,2,3,1,1,75,0.0248,-0.6211,-2.1044,71,6,87,1,33,0,422.248,84002747,84000086
1,1,1,2,1,3,2,2,100,-0.6525,-1.4814,-1.1869,71,6,87,1,33,0,399.753,84003510,84000086
1,1,1,2,3,3,6,6,345,-0.7863,-1.084,0.5357,71,6,87,1,33,0,548.025,84004014,84000086
1,1,2,NA,1,2,2,2,NA,-0.2981,-2.3059,-2.3578,71,6,87,1,33,0,350.906,84007092,84000086
1,1,1,2,1,3,0,0,360,-0.6334,-1.5422,-2.9325,71,6,87,1,33,0,391.353,84010825,84000086
1,2,1,2,2,4,1,1,230,1.0269,-0.4796,-1.8457,71,6,87,1,33,0,560.92,84002100,84000086
1,2,1,2,2,4,1,1,360,0.4597,-0.9122,-2.2733,71,6,87,1,33,0,572.01,84002349,84000086
1,2,1,2,3,3,0,1,360,-0.1985,1.0878,-1.1258,71,6,87,1,33,0,540.604,84004083,84000086
1,2,1,2,1,3,2,2,270,0.0248,-0.2562,-1.6045,71,6,87,1,33,0,441.655,84005747,84000086
1,2,1,2,3,3,4,4,360,-0.5064,-0.3022,-0.8011,71,6,87,1,33,0,452.21,84009299,84000086
1,2,1,2,3,3,4,4,330,-0.6334,-1.0614,-1.3694,71,6,87,1,33,0,681.437,84011280,84000086
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,12,35,1,23,0,449.822,84000300,84000087
1,1,2,2,1,2,4,5,320,-0.4909,0.0509,0.4196,16,12,35,1,23,0,380.762,84001542,84000087
1,1,2,2,3,7,6,6,NA,NA,-1.3307,0.1764,16,12,35,1,23,0,425.17,84002270,84000087
1,1,1,1,3,3,4,4,270,-0.3489,1.3061,-0.2101,16,12,35,1,23,0,624.152,84002407,84000087
1,1,1,2,1,4,6,6,225,0.3171,-0.7847,-0.6768,16,12,35,1,23,0,500.627,84003018,84000087
1,1,1,1,3,2,5,5,195,-1.5567,1.2388,1.0835,16,12,35,1,23,0,372.51,84003127,84000087
1,1,1,2,3,3,6,6,130,-0.9678,0.3158,1.1327,16,12,35,1,23,0,509.424,84003539,84000087
1,1,1,2,1,3,6,6,270,0.1561,0.0138,0.4432,16,12,35,1,23,0,387.961,84003949,84000087
1,1,1,1,3,3,6,6,195,-0.3381,1.512,1.2211,16,12,35,1,23,0,427.945,84004262,84000087
1,1,1,1,6,3,6,6,180,-0.082,1.0055,1.4069,16,12,35,1,23,0,517.075,84004358,84000087
1,1,1,2,2,3,5,5,120,-0.0099,0.5804,-0.1852,16,12,35,1,23,0,390.448,84004744,84000087
1,1,1,2,3,2,6,6,90,-0.7768,0.8432,0.7686,16,12,35,1,23,0,556.934,84005859,84000087
1,1,1,2,3,4,6,6,95,0.6642,0.6239,0.5434,16,12,35,1,23,0,487.014,84006120,84000087
1,1,1,2,3,3,6,6,360,-0.2541,0.7253,0.8493,16,12,35,1,23,0,629.962,84007451,84000087
1,1,1,2,2,3,4,4,70,-0.3381,-0.1134,-0.3185,16,12,35,1,23,0,466.309,84008717,84000087
1,1,1,2,1,3,6,6,400,0.2418,0.5579,0.2505,16,12,35,1,23,0,547.747,84008758,84000087
1,1,1,2,3,4,5,5,180,0.4906,0.101,-0.0785,16,12,35,1,23,0,398.764,84009024,84000087
1,1,1,2,3,2,6,6,180,-0.1461,0.0832,0.9026,16,12,35,1,23,0,494.423,84011151,84000087
1,1,1,2,2,2,1,1,NA,-0.7911,-0.2957,-1.7161,16,12,35,1,23,0,274.599,84001787,84000087
1,1,1,2,2,3,4,4,240,-0.3381,0.3319,-0.5681,16,12,35,1,23,0,366.417,84005456,84000087
1,1,1,2,1,3,5,5,180,-0.3381,-0.6453,-0.9107,16,12,35,1,23,0,414.838,84009998,84000087
1,2,1,2,1,4,6,6,240,0.9646,0.1947,0.5716,16,12,35,1,23,0,383.399,84001284,84000087
1,2,2,2,1,9,5,5,NA,NA,-2.6462,-1.4076,16,12,35,1,23,0,379.463,84001439,84000087
1,2,1,2,3,7,6,6,NA,NA,-0.4742,-0.4801,16,12,35,1,23,0,355.943,84002853,84000087
1,2,1,1,6,4,6,6,270,0.6642,2.1125,1.8137,16,12,35,1,23,0,480.194,84002959,84000087
1,2,2,2,2,9,6,6,NA,NA,-1.3617,0.2007,16,12,35,1,23,0,326.927,84009423,84000087
1,2,2,2,5,3,4,4,315,-0.7104,-0.6175,-0.1111,16,12,35,1,23,0,503.862,84000154,84000087
1,2,1,2,2,2,1,1,270,-1.1467,-0.5435,-2.0552,16,12,35,1,23,0,476.648,84001739,84000087
1,2,1,2,3,3,6,6,0,-0.7817,1.0709,1.2243,16,12,35,1,23,0,476.006,84001741,84000087
1,2,1,2,3,3,5,6,270,0.3791,-0.4252,0.1165,16,12,35,1,23,0,580.885,84003558,84000087
1,2,1,1,1,2,4,4,360,-0.1114,-0.2219,-0.3997,16,12,35,1,23,0,398.02,84003674,84000087
1,2,1,1,5,2,2,6,NA,-1.1407,1.0324,0.3216,16,12,35,1,23,0,632.517,84004296,84000087
1,2,1,2,1,4,6,6,285,0.6642,-0.5653,0.2717,16,12,35,1,23,0,591.117,84004365,84000087
1,2,1,1,2,3,6,6,345,-0.3381,1.8273,0.965,16,12,35,1,23,0,492.599,84007175,84000087
1,2,1,2,1,3,5,5,360,0.3791,-0.451,0.2558,16,12,35,1,23,0,458.246,84007197,84000087
1,2,1,2,1,3,4,4,285,-0.7038,0.0162,-0.0436,16,12,35,1,23,0,501.017,84008008,84000087
1,2,1,2,3,4,6,6,180,1.5611,1.8836,1.3989,16,12,35,1,23,0,437.095,84008039,84000087
1,2,1,2,3,3,6,6,270,-0.3381,0.6959,0.5905,16,12,35,1,23,0,550.445,84009942,84000087
1,2,2,2,3,3,6,6,180,-0.3381,0.6515,1.2768,16,12,35,1,23,0,487.769,84010166,84000087
1,2,1,2,1,4,5,5,270,2.5915,-0.0765,-0.5984,16,12,35,1,23,0,579.276,84011178,84000087
1,1,1,2,3,2,4,4,55,-0.6981,-0.0605,-0.7536,75,15,89,3,23,0,275.573,84000928,84000088
1,1,2,2,1,1,4,4,75,-1.2435,-1.8904,-1.6534,75,15,89,3,23,0,456.123,84002192,84000088
1,1,1,2,1,3,1,1,45,-0.4838,0.1327,-1.6827,75,15,89,3,23,0,308.182,84004381,84000088
1,1,1,2,1,4,2,2,250,0.2774,0.751,-0.9864,75,15,89,3,23,0,442.284,84005040,84000088
1,1,1,2,1,1,1,1,325,-0.7896,-0.3434,-1.713,75,15,89,3,23,0,416.643,84006122,84000088
1,1,2,2,3,3,6,6,0,-1e-04,0.0396,0.8093,75,15,89,3,23,0,322.627,84006141,84000088
1,1,1,2,2,3,4,4,275,-0.5753,-0.197,-0.5972,75,15,89,3,23,0,603.719,84006920,84000088
1,1,1,NA,1,3,2,2,300,-0.6837,-0.7921,-1.4915,75,15,89,3,23,0,326.383,84007121,84000088
1,1,1,2,1,2,0,2,600,-0.983,0.5262,-0.5733,75,15,89,3,23,0,370.204,84009492,84000088
1,1,1,1,3,3,5,5,275,-0.0469,0.2337,-0.5877,75,15,89,3,23,0,473.47,84010418,84000088
1,1,1,1,2,3,2,2,250,-0.7104,-0.1281,-1.3508,75,15,89,3,23,0,408.058,84011088,84000088
1,1,2,2,3,3,2,2,250,-0.687,-1.18,-1.8201,75,15,89,3,23,0,465.125,84011131,84000088
1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,15,89,3,23,0,380.013,84011198,84000088
1,1,1,1,4,4,2,5,45,0.6642,0.7571,0.1212,75,15,89,3,23,0,428.749,84003591,84000088
1,1,1,2,1,4,2,2,225,0.9357,-0.664,-0.7449,75,15,89,3,23,0,348.197,84007724,84000088
1,2,1,2,1,3,1,1,225,-0.3381,-0.3299,-1.8114,75,15,89,3,23,0,509.39,84000354,84000088
1,2,1,2,1,3,2,2,50,-0.3381,-0.532,-1.2513,75,15,89,3,23,0,438.359,84000930,84000088
1,2,1,2,2,2,5,5,225,-0.5917,-0.4158,-0.8264,75,15,89,3,23,0,538.694,84002785,84000088
1,2,1,2,3,4,4,5,45,2.5915,-0.9937,-0.7701,75,15,89,3,23,0,512.686,84003761,84000088
1,2,1,2,1,3,4,4,65,-0.3381,-0.468,-0.6968,75,15,89,3,23,0,441.093,84004279,84000088
1,2,1,2,1,3,1,4,275,-0.6239,-0.7487,-0.428,75,15,89,3,23,0,483.91,84006512,84000088
1,2,1,2,1,2,2,2,275,0.0048,-1.3056,-1.6389,75,15,89,3,23,0,353.636,84006841,84000088
1,2,1,2,1,4,2,2,550,2.5915,-0.529,-1.5564,75,15,89,3,23,0,363.977,84007223,84000088
1,2,1,2,1,1,1,1,40,-0.3749,-0.8639,-1.951,75,15,89,3,23,0,501.524,84007537,84000088
1,2,1,2,1,3,2,6,225,-1.0401,-0.2588,-0.5455,75,15,89,3,23,0,322.148,84007576,84000088
1,2,1,2,2,3,6,6,NA,0.2809,0.6295,0.7683,75,15,89,3,23,0,239.64,84007829,84000088
1,2,1,1,1,3,2,2,275,-0.3381,0.5684,-0.3716,75,15,89,3,23,0,486.558,84010903,84000088
1,2,1,2,3,3,6,6,225,-0.4725,1.4836,1.3553,75,15,89,3,23,0,371.294,84011039,84000088
1,2,1,2,1,2,4,4,450,-1.3839,-2.2464,-1.71,75,15,89,3,23,0,540.315,84005749,84000088
1,2,2,2,1,2,0,0,360,-1.2173,-1.5045,-2.602,98,10,98,3,28,0,399.825,84000079,84000089
1,2,1,1,1,1,1,2,330,-1.347,0.0688,-1.1958,98,10,98,3,28,0,276.795,84000801,84000089
1,2,NA,NA,2,9,2,5,240,NA,-0.0912,0.2543,98,10,98,3,28,0,209.008,84001549,84000089
1,2,NA,NA,1,1,1,4,270,-1.0449,-0.3206,-1.2005,98,10,98,3,28,0,539.703,84001571,84000089
1,2,1,2,1,3,4,4,360,-0.3381,-0.6306,-0.9838,98,10,98,3,28,0,412.676,84002136,84000089
1,2,1,2,3,4,0,1,120,-0.0275,-1.5805,-2.5189,98,10,98,3,28,0,324.566,84002384,84000089
1,2,1,2,2,3,5,5,180,-0.3381,0.1667,-0.323,98,10,98,3,28,0,482.988,84002790,84000089
1,2,NA,NA,NA,9,1,1,NA,NA,-0.6262,-2.0284,98,10,98,3,28,0,291.702,84003335,84000089
1,2,1,1,3,1,2,2,NA,-1.7916,0.8843,-1.1647,98,10,98,3,28,0,341.479,84004155,84000089
1,2,1,2,1,3,2,2,360,-0.3381,-0.6979,-1.3743,98,10,98,3,28,0,533.437,84004479,84000089
1,2,1,2,2,3,4,4,360,0.3791,0.5794,-0.5391,98,10,98,3,28,0,441.709,84004815,84000089
1,2,1,1,1,3,1,6,330,-0.7346,-0.4874,-0.6089,98,10,98,3,28,0,287.129,84005028,84000089
1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,10,98,3,28,0,390.301,84006124,84000089
1,2,1,2,1,2,0,1,120,-1.036,-0.4694,-1.2841,98,10,98,3,28,0,427.994,84006596,84000089
1,2,1,1,1,1,5,5,240,-1.8419,0.3089,-0.2914,98,10,98,3,28,0,382.121,84007721,84000089
1,2,1,2,2,3,6,6,65,-0.7346,-0.8369,-0.7167,98,10,98,3,28,0,379.346,84008670,84000089
1,2,1,1,2,4,0,1,360,0.9357,0.7108,-1.6769,98,10,98,3,28,0,378.753,84010643,84000089
1,2,1,1,2,3,0,4,330,-0.3381,0.0214,-0.7855,98,10,98,3,28,0,546.788,84010987,84000089
1,1,1,2,1,2,4,4,360,-0.8144,-0.4763,-0.1832,98,10,98,3,28,0,440.115,84000555,84000089
1,1,1,1,3,2,1,1,NA,-0.7768,0.6707,-1.423,98,10,98,3,28,0,368.539,84000654,84000089
1,1,1,2,1,2,1,1,NA,-1.139,-0.8912,-1.7077,98,10,98,3,28,0,252.101,84002590,84000089
1,1,1,1,2,3,6,6,NA,-0.7105,0.1534,-0.1668,98,10,98,3,28,0,387.58,84003514,84000089
1,1,2,2,1,4,0,0,110,0.412,-1.5675,-2.9418,98,10,98,3,28,0,467.827,84004043,84000089
1,1,1,1,1,2,1,6,360,-0.6427,0.0031,-0.5113,98,10,98,3,28,0,417.469,84004518,84000089
1,1,1,2,1,4,4,4,345,2.5915,0.2152,-0.5077,98,10,98,3,28,0,385.748,84005179,84000089
1,1,1,1,2,3,4,4,330,-0.1862,1.428,-0.4959,98,10,98,3,28,0,441.435,84006719,84000089
1,1,1,2,1,1,0,0,NA,-1.2021,-1.338,-2.6852,98,10,98,3,28,0,327.163,84007841,84000089
1,1,1,1,1,3,0,2,75,-0.3381,-1.1992,-1.4397,98,10,98,3,28,0,378.639,84008459,84000089
1,1,2,2,2,3,2,4,270,-0.1515,-1.6942,-1.354,98,10,98,3,28,0,490.498,84010256,84000089
1,1,1,2,1,3,1,1,345,-0.4725,-1.0165,-1.9538,98,10,98,3,28,0,434.523,84001018,84000089
1,1,1,2,1,3,2,4,360,-0.3381,0.5286,-0.559,98,10,98,3,28,0,376.065,84001181,84000089
1,1,1,1,2,3,1,4,315,-0.2687,0.5944,-0.7403,98,10,98,3,28,0,456.313,84001951,84000089
1,1,1,2,3,3,4,4,330,-0.3381,0.6714,-0.712,98,10,98,3,28,0,479.322,84002554,84000089
1,1,1,1,2,2,4,4,330,-0.8643,-0.1051,-0.7287,98,10,98,3,28,0,427.43,84005249,84000089
1,1,2,2,2,3,4,4,330,-0.3381,-1.2842,-1.2034,98,10,98,3,28,0,393.765,84006640,84000089
1,2,1,2,3,3,0,0,360,-0.1144,-0.307,-2.1893,98,10,98,3,28,0,432.419,84000499,84000089
1,2,NA,1,2,3,4,4,330,0.2947,0.4302,-0.1052,98,10,98,3,28,0,432.859,84003638,84000089
1,2,2,2,3,9,0,0,NA,NA,-0.6015,-1.3677,98,10,98,3,28,0,289.367,84005326,84000089
1,2,1,2,1,3,4,4,255,-0.3381,-0.2918,-1.1899,98,10,98,3,28,0,404.69,84005535,84000089
1,2,1,1,6,3,4,4,360,-0.7346,0.7186,-0.3101,98,10,98,3,28,0,378.101,84010662,84000089
1,2,1,2,2,2,4,4,180,-0.6196,-0.4206,-0.948,60,10,65,2,33,0,397.537,84004130,84000092
1,2,1,1,5,3,6,6,360,-0.1985,1.0253,1.3108,60,10,65,2,33,0,350.437,84004509,84000092
1,2,1,2,1,3,5,5,360,-0.3381,-0.4489,0.2153,60,10,65,2,33,0,481.065,84004900,84000092
1,2,1,2,3,3,6,6,360,1.0676,-0.0913,-0.484,60,10,65,2,33,0,479.982,84005407,84000092
1,2,1,2,2,3,5,5,360,-0.3381,-1.3888,-0.998,60,10,65,2,33,0,360.737,84005807,84000092
1,2,1,2,2,3,5,5,75,-0.5753,-0.1089,-0.445,60,10,65,2,33,0,393.394,84006303,84000092
1,2,1,2,1,2,4,4,360,-0.9402,-0.7626,-0.4124,60,10,65,2,33,0,483.594,84008183,84000092
1,2,1,2,3,2,4,5,360,-0.7911,0.059,0.154,60,10,65,2,33,0,499.336,84008832,84000092
1,2,1,2,1,3,4,4,360,-0.3259,0.0637,0.1599,60,10,65,2,33,0,454.773,84009442,84000092
1,2,1,2,1,3,2,2,360,-0.3381,0.2729,-1.0795,60,10,65,2,33,0,400.635,84009597,84000092
1,2,1,1,3,4,4,4,360,-0.0275,2.0566,0.665,60,10,65,2,33,0,523.379,84011169,84000092
1,1,1,2,3,4,6,6,360,0.6642,0.1847,0.1134,60,10,65,2,33,0,400.851,84000506,84000092
1,1,1,1,1,4,5,5,360,1.5043,0.3909,0.3999,60,10,65,2,33,0,491.008,84000792,84000092
1,1,1,2,3,3,5,6,360,-0.7104,-0.0586,-0.2033,60,10,65,2,33,0,497.601,84001274,84000092
1,1,1,2,1,3,2,4,315,-0.6239,-0.3878,-1.0485,60,10,65,2,33,0,426.945,84001750,84000092
1,1,1,1,2,1,5,5,180,-3.1297,-0.8288,0.3236,60,10,65,2,33,0,519.242,84004136,84000092
1,1,2,1,2,4,4,4,360,2.5915,-1.0419,-1.073,60,10,65,2,33,0,485.137,84004523,84000092
