"SCHID","Y","GENDER","ST011Q06","ST011Q07","ST013Q01","ST034Q01","MISCED","HISCED","MMINS","BELONG","HOMEPOS","ESCS","SC048Q01","SC048Q02","SC048Q03","SC061Q07","CLSIZE","treat","V1","CNTSTUID"
12400003,596.624,2,1,1,4,4,6,6,300,0.7279,-0.1198,0.7442,30.8521964527421,25,21.9554423428866,2,33,0,1,12420616
12400003,684.369,2,1,2,2,4,5,6,225,0.6642,0.1526,1.0294,30.8445452945009,25,21.9717064551722,2,33,0,1,12423661
12400003,347.034,2,1,2,1,1,6,6,420,-1.7081,-1.4486,-0.6336,30.8602466674359,25,21.9782175870845,2,33,0,1,12429256
12400003,459.998,2,1,1,2,4,4,5,360,0.7279,0.6499,-0.0235,30.8576174715905,25,21.9652051816102,2,33,0,1,12430709
12400003,508.118,2,1,2,1,3,5,5,393.19173150954,-0.5021,-0.5122,0.4792,30.8568713667503,25,21.9640369607906,2,33,0,1,12430869
12400003,522.161,1,1,2,1,4,2,2,300,2.5915,-0.3319,-0.9941,30.8658239984353,25,21.9776446862921,2,33,0,1,12406205
12400003,571.017,1,1,1,5,4,5,6,450,0.6642,0.7195,0.8864,30.8660084961691,25,21.967735765321,2,33,0,1,12411343
12400003,376.145,1,1,2,1,4,4.55151548364312,4.57087588909743,180,1.398,-0.8291,-0.0735,30.8397148214613,25,21.9505811566465,2,33,0,1,12421245
12400003,298.755,1,1,2,6,1,6,6,271.553081464825,-1.5645,-0.1372,1.1708,30.8500001448813,25,21.9675571875479,2,33,0,1,12422610
12400003,518.538,1,1,2,2,3,4,4,300,-0.3381,-0.8726,-1.0934,30.8427143983904,25,21.969543344645,2,33,0,1,12426300
12400003,612.396,1,1,1,3,4,5,5,450,0.9646,0.4049,0.4443,30.8550182104941,25,21.9574094956991,2,33,0,1,12427083
12400005,498.601,1,1,1,3,4,6,6,300,0.9357,0.6444,0.3216,36,10,10,1,28,0,1,12400774
12400005,595.652,1,1,1,5,3,6,6,0,-0.866,0.4199,1.0863,36,10,10,1,28,0,1,12401984
12400005,354.044,1,1,1,3,2,5,5,65,-0.6981,1.1395,0.8176,36,10,10,1,28,0,1,12403043
12400005,511.925,1,1,2,3,2,6,6,325,-1.9063,-1.7824,0.1529,36,10,10,1,28,0,1,12405654
12400005,665.359,1,1,1,5,3,5,6,0,-0.3381,1.3973,1.4248,36,10,10,1,28,0,1,12407249
12400005,540.978,1,1,1,2,2,5,6,650,-1.1407,-0.0382,0.6493,36,10,10,1,28,0,1,12407624
12400005,491.584,1,1,2,2,1,6,6,225,-0.8186,-1.1804,0.2915,36,10,10,1,28,0,1,12411496
12400005,483.06,1,1,1,5,3,6,6,250,0.0979,1.6916,1.6776,36,10,10,1,28,0,1,12411646
12400005,519.482,1,1,2,2,4,6,6,0,0.3998,0.4651,1.3715,36,10,10,1,28,0,1,12413397
12400005,635.36,1,1,2,3,4,6,6,0,0.3171,0.0357,1.069,36,10,10,1,28,0,1,12415098
12400005,492.3,1,1,1,4,3,6,6,300,-0.3381,-0.3216,0.4418,36,10,10,1,28,0,1,12416904
12400005,429.539,1,1,2,1,2,4,4,325,-1.1407,-0.0963,-0.2369,36,10,10,1,28,0,1,12418186
12400005,525.159,1,1,1,4,2,6,6,0,-0.9414,0.764,1.502,36,10,10,1,28,0,1,12422216
12400005,557.565,1,1,1,5,2,6,6,110,-0.8616,1.2703,1.3988,36,10,10,1,28,0,1,12424992
12400005,518.524,1,1,1,6,3,6,6,325,-0.5753,1.3814,1.4603,36,10,10,1,28,0,1,12426618
12400005,545.841,1,1,1,6,4,4,6,0,2.6127,2.9802,1.118,36,10,10,1,28,0,1,12427630
12400005,582.988,1,1,1,5,3,4,6,0,0.0187,1.2775,1.1948,36,10,10,1,28,0,1,12428824
12400005,373.998,2,1,2,3,3,5,5,300,0.2947,-0.3126,0.5319,36,10,10,1,28,0,1,12400047
12400005,499.343,2,1,1,4,3,6,6,0,0.2947,0.6422,1.3746,36,10,10,1,28,0,1,12400064
12400005,575.143,2,1,1,3,3,6,6,300,-0.3381,2.2859,1.834,36,10,10,1,28,0,1,12400288
12400005,384.131,2,2,2,1,4,1,1,271.822839222295,-0.378,-0.7109,-2.779,36,10,10,1,28,0,1,12403231
12400005,497.512,2,1,1,2,4,5,6,0,2.5915,-0.0587,0.1665,36,10,10,1,28,0,1,12406173
12400005,517.574,2,1,2,3,4,5,5,325,0.7701,1.7242,1.0738,36,10,10,1,28,0,1,12407849
12400005,575.745,2,1,1.46156284035319,5,3,6,6,325,-0.66,1.6333,1.4702,36,10,10,1,28,0,1,12408286
12400005,532.4,2,1,2,6,4,6,6,325,2.5915,1.1068,1.38,36,10,10,1,28,0,1,12409235
12400005,603.147,2,1,1,6,4,6,6,0,1.5043,1.6764,1.1761,36,10,10,1,28,0,1,12409802
12400005,606.258,2,1,1,6,3,6,6,325,-0.1144,0.9328,1.4814,36,10,10,1,28,0,1,12414597
12400005,551.481,2,1,1,5,1,6,6,0,-3.1297,3.2594,1.6132,36,10,10,1,28,0,1,12421300
12400005,528.702,2,1,2,2,4,6,6,375,1.398,-0.5595,0.7677,36,10,10,1,28,0,1,12425085
12400005,509.662,2,1,2,6,1,4,4,600,-1.1955,-1.6292,-0.7929,36,10,10,1,28,0,1,12426295
12400005,443.382,2,1,1,1,4,6,6,300,2.5915,0.5305,1.2302,36,10,10,1,28,0,1,12401290
12400006,281.719,1,2,2,4,2,6,6,425,-0.5917,-0.8015,-0.2195,3,3,20,1,33,0,1,12424235
12400006,491.174,1,1,2,2,3,4,5,350,-0.6239,-0.7383,0.3962,3,3,20,1,33,0,1,12429006
12400006,430.006,2,1,1,3,4,6,6,140,0.5073,0.0715,-0.0956,3,3,20,1,33,0,1,12400360
12400006,570.873,2,1,2,6,4,6,6,375,0.6642,0.0012,0.5604,3,3,20,1,33,0,1,12401230
12400006,594.415,2,1,1,4,4,4,4,490,0.0901,1.0272,-0.3746,3,3,20,1,33,0,1,12412200
12400006,382.998,2,1,1,3,4,5,5,500,1.5043,1.2644,1.2148,3,3,20,1,33,0,1,12413651
12400006,587.085,2,1,2,4,4,6,6,375,1.0269,1.0223,1.349,3,3,20,1,33,0,1,12415074
12400006,515.9,2,1,1,3,3,4,4,0,-1.0783,-0.1324,-0.9096,3,3,20,1,33,0,1,12426490
12400006,535.262,2,1,1,5,4,6,6,75,0.1282,2.2866,0.8287,3,3,20,1,33,0,1,12427048
12400006,461.047,2,1,2,3,2,6,6,425,-1.1407,-1.4447,0.215,3,3,20,1,33,0,1,12430066
12400006,559.265,1,1,1,5,3,4,6,325,-0.3381,1.2991,0.9134,3,3,20,1,33,0,1,12403075
12400006,557.383,1,1,1,5,2,6,6,0,-0.8482,0.4099,0.8759,3,3,20,1,33,0,1,12404052
12400006,422.699,1,1,2,2,3,4,4,350,-0.3381,0.4515,0.2817,3,3,20,1,33,0,1,12410470
12400006,437.453,1,1,2,4,1,6,6,213.97581613779,-0.9373,0.5357,1.4181,3,3,20,1,33,0,1,12410687
12400006,582.639,1,1,2,3,2,4,4,350,-1.3458,-0.3531,-0.8198,3,3,20,1,33,0,1,12410963
12400006,705.373,1,1,2,6,3,6,6,65,0.2418,1.3698,1.518,3,3,20,1,33,0,1,12411395
12400006,502.833,1,1,2,5,2,5,6,375,-1.391,0.9704,0.8233,3,3,20,1,33,0,1,12413484
12400006,578.733,1,1,1,3,2,4,4,425,-0.8003,-0.4799,-0.7425,3,3,20,1,33,0,1,12415721
12400006,514.758,1,1,1,3,4,5,6,400,0.3171,0.8772,0.2418,3,3,20,1,33,0,1,12418402
12400006,444.079,1,1,1,6,3,6,6,150,-0.9482,2.2454,1.6745,3,3,20,1,33,0,1,12423243
12400006,469.312,1,1,2,4,2,5,5,0,-1.1224,0.7885,0.9779,3,3,20,1,33,0,1,12423545
12400006,575.141,1,1,1,3,3,5,6,0,-0.1613,1.277,0.6367,3,3,20,1,33,0,1,12424308
12400006,382.73,1,1,2,1,2,4,5,375,-0.5917,-0.4964,-0.3002,3,3,20,1,33,0,1,12425137
12400006,518.362,2,1,2,1,3,5,5,300,-0.3381,-0.4651,0.3519,3,3,20,1,33,0,1,12400971
12400006,457.902,2,1,2,1,3,6,6,420,-0.5064,-0.99,0.6854,3,3,20,1,33,0,1,12403107
12400011,475.828,1,1,2,1,3,4,4,350,-0.3381,-0.2553,-0.6599,10,2,10,2,28,0,1,12406951
12400011,378.941,1,1,2,1,3,6,6,575,-0.3381,-0.1871,0.7805,10,2,10,2,28,0,1,12407563
12400011,622.891,1,1,1,3,3,6,6,375,-0.6671,0.6605,1.464,10,2,10,2,28,0,1,12408361
12400011,578.009,1,1,1,4,4,6,6,375,0.6642,0.3284,0.9493,10,2,10,2,28,0,1,12408979
12400011,577.193,1,1,1,5,3,6,6,375,-0.4725,0.8029,1.4336,10,2,10,2,28,0,1,12409497
12400011,540.58,1,1,2,5,3,6,6,375,-0.9105,0.6603,0.8027,10,2,10,2,28,0,1,12411547
12400011,696.603,1,1,1,6,2,5,6,375,-0.9414,1.031,0.4636,10,2,10,2,28,0,1,12411931
12400011,422.695,1,1,2,3,3,6,6,550,-0.3381,1.1198,0.8418,10,2,10,2,28,0,1,12414083
12400011,517.331,1,1,2,1,3,6,6,0,0.2067,-0.2597,0.7332,10,2,10,2,28,0,1,12414534
12400011,545.366,1,1,1,5,2,6,6,375,-1.0536,1.3293,1.5651,10,2,10,2,28,0,1,12420657
12400011,456.018,1,1,2,3,2,5,5,0,-1.1111,-0.744,-0.0812,10,2,10,2,28,0,1,12423771
12400011,556.043,1,1,1,4,2,6,6,0,-1.2158,1.1769,0.9512,10,2,10,2,28,0,1,12424824
12400011,660.699,1,1,1,5,2,4,5,375,-1.0362,1.0218,0.5471,10,2,10,2,28,0,1,12430751
12400011,546.869,2,1,1,5,4,4,4,525,2.5915,2.6793,0.9351,10,2,10,2,28,0,1,12400867
12400011,494.089,2,2,2,2,4,4,4,375,0.6642,-0.5208,-0.9435,10,2,10,2,28,0,1,12404111
12400011,482.654,2,1,1,4,4,6,6,375,0.6642,0.6734,1.0554,10,2,10,2,28,0,1,12405187
12400011,590.172,2,1,1,4,1,6,6,350,-2.4078,1.7827,1.5044,10,2,10,2,28,0,1,12408187
12400011,586.34,2,1,2,3,2,4,4,375,-1.4311,0.4753,0.1458,10,2,10,2,28,0,1,12408408
12400011,457.193,2,1,1,4,3,6,6,600,-0.3381,2.1087,1.7482,10,2,10,2,28,0,1,12409857
12400011,411.948,2,1,2,1,4,6,6,550,-0.9347,0.0457,1.1554,10,2,10,2,28,0,1,12411309
12400011,399.434,2,1,2,3,4,6,6,375,2.5915,-0.5099,7e-04,10,2,10,2,28,0,1,12413321
12400011,541.16,2,0.914753828511473,0.866861369156796,3.22678519590699,9,6.73325638025683,4.80041898208261,449.010470648377,4.60750130366426,2.16433045253602,1.2392100604825,10,2,10,2,28,0,1,12427082
12400011,431.36,2,1,2,3,4,5,5,0,1.5043,-0.5103,0.5006,10,2,10,2,28,0,1,12427296
12400011,717.458,2,1,1,5,3,6,6,375,-0.6525,0.6715,0.9721,10,2,10,2,28,0,1,12428934
12400011,586.253,2,1,1,4,3,6,6,375,-0.3381,1.828,1.8517,10,2,10,2,28,0,1,12429490
12400011,614.934,2,1,1,2,3,4,4,550,0.0248,-0.1877,-0.5982,10,2,10,2,28,0,1,12430794
12400012,584.413,2,2,1,6,3,6,6,375,-0.3381,1.089,1.2908,89,24,4,2,13,0,1,12406211
12400012,478.787,2,1,1,4,3,5,5,600,-0.5064,1.5548,0.7429,89,24,4,2,13,0,1,12406411
12400012,453.306,2,1,1,1,4,2,2,600,-0.4544,1.5623,-0.0637,89,24,4,2,13,0,1,12411073
12400012,422.187,2,1,2,1,3,4,6,600,-0.0848,-1.1665,-0.5299,89,24,4,2,13,0,1,12413415
12400012,465.889,2,1,2,2,3,6,6,500,-0.3381,0.3075,0.921,89,24,4,2,13,0,1,12413890
12400012,471.562,2,1,2,4,4,6,6,600,1.5043,0.7281,1.2202,89,24,4,2,13,0,1,12419664
12400012,461.809,2,1,2,5,4,6,6,900,1.0269,1.5215,1.0778,89,24,4,2,13,0,1,12429391
12400012,540.498,1,1,2,3,4,6,6,800,-0.0621,0.119,0.8517,89,24,4,2,13,0,1,12400042
12400012,480.549,1,1,2,4,3,5,5,800,-0.3381,0.9053,0.6489,89,24,4,2,13,0,1,12416017
12400012,468.89,1,1,2,4,4,5,5,800,1.398,0.6748,0.9361,89,24,4,2,13,0,1,12418844
12400012,462.546,1,1,1,4,3,6,6,800,-0.6925,2.0247,1.676,89,24,4,2,13,0,1,12421359
12400012,615.926,1,1,1,6,2,4,4,900,-1.0176,1.355,0.1592,89,24,4,2,13,0,1,12428669
12400012,453.595,1,1,1,3,3,5,5,240,0.1434,0.5488,-0.164,89,24,4,2,13,0,1,12416958
12400015,537.228,1,1,2,5,3,6,6,220,0.0248,1.3526,1.5737,13.7831367162007,20,20,1,33,0,1,12400977
12400015,571.988,1,1,1,5,3,5,6,240,-0.3381,1.379,1.5214,13.786330631223,20,20,1,33,0,1,12405427
12400015,553.504,1,1,2,3,3,6,6,200,-0.3381,0.8998,1.3039,13.7773752723942,20,20,1,33,0,1,12406754
12400015,539.342,1,1,1,3,3,5,5,150,-0.3381,0.7278,0.7076,13.7919372922605,20,20,1,33,0,1,12408031
